item,itemLabel,itemDescription,statement_count
http://www.wikidata.org/entity/Q7077818,Odin Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7086386,Olentangy Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7090283,Ommanney Glacier,,10
http://www.wikidata.org/entity/Q7104052,Orr Glacier,,10
http://www.wikidata.org/entity/Q7105818,Osbornebreen,glacier in Svalbard,10
http://www.wikidata.org/entity/Q7106685,Osicki Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7114064,Overturn Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7122918,Packard Glacier,,10
http://www.wikidata.org/entity/Q7126592,Palais Glacier,,10
http://www.wikidata.org/entity/Q7129644,Pan Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7155390,Paulus Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7155492,Pautalia Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7156820,Payne Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7161749,Pelter Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7161971,Pembroke Range,,10
http://www.wikidata.org/entity/Q7167913,Perez Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7171123,Perutz Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7178203,Petersen Glacier,glacier in the United States,10
http://www.wikidata.org/entity/Q7178252,Peterson Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7179369,Pettus Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7194415,Pilot Glacier,"Victoria Land, Antarctica",10
http://www.wikidata.org/entity/Q7197253,Pipecleaner Glacier,,10
http://www.wikidata.org/entity/Q7198063,Pirogov Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7207491,Poetry Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5141317,Cohen Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5142644,Cole Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5148809,Colorado Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5152138,Commandant Charcot Glacier Tongue,,10
http://www.wikidata.org/entity/Q5157675,Comrie Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5165283,Continental Glacier,glacier in the United States,10
http://www.wikidata.org/entity/Q5167298,Cool Glacier,glacier in the United States,10
http://www.wikidata.org/entity/Q5169491,Coral Sea Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5170015,Cordini Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5171605,Corner Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5173898,Cosgrove Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5175692,Cotton Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5176184,Coulter Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5179289,Covert Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5183323,Creagh Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5183396,Crean Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5184363,Crescent Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5184763,Crevasse Valley Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5186006,Crisp Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5187753,Cronus Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5187768,Crook Glacier,glacier in the United States,10
http://www.wikidata.org/entity/Q5190043,Crume Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5194015,Cumbie Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5194320,Cunningham Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5198141,Cycle Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5208669,Daguerre Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5210456,Dale Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5211682,Dalton Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5225979,Darwin Glacier,"glacier in California, United States",10
http://www.wikidata.org/entity/Q5226817,Daspit Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5242030,Davisville Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5244132,DeVicq Glacier,,10
http://www.wikidata.org/entity/Q5244148,DeVries Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5244153,DeWald Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5244405,De Haven Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5245703,Deadmond Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5249294,Decker Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q11831610,North Mowich Glacier,glacier in the United States,10
http://www.wikidata.org/entity/Q11831683,Hubert Glacier,"glacier in Washington state, United States",10
http://www.wikidata.org/entity/Q11860207,Fåbergstølsbreen,,10
http://www.wikidata.org/entity/Q11958855,Arkfjellbreen,,10
http://www.wikidata.org/entity/Q11960353,Bautabreen,,10
http://www.wikidata.org/entity/Q11960913,Bevanbreen,,10
http://www.wikidata.org/entity/Q11961880,Q11961880,,10
http://www.wikidata.org/entity/Q11964549,Dahlfonna,,10
http://www.wikidata.org/entity/Q11972226,Glopeken,,10
http://www.wikidata.org/entity/Q11972544,Greinbreane,,10
http://www.wikidata.org/entity/Q11973028,Grånutbreen,,10
http://www.wikidata.org/entity/Q11977586,Iskollbreen,,10
http://www.wikidata.org/entity/Q11978216,Janssonbreen,,10
http://www.wikidata.org/entity/Q11980598,Kilbreen,,10
http://www.wikidata.org/entity/Q11980813,Kjeglebreen,,10
http://www.wikidata.org/entity/Q7229172,Pope Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7235258,Potter Glacier,,10
http://www.wikidata.org/entity/Q7235726,Pourquoi Pas Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7236069,Powell Glacier,glacier in the United States,10
http://www.wikidata.org/entity/Q7239351,Prebble Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7242719,Priddy Glacier,,10
http://www.wikidata.org/entity/Q7256635,Ptarmigan Glacier,glacier in the United States,10
http://www.wikidata.org/entity/Q7259971,Punchbowl Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7263068,Pyke Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7263122,Pyne Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7269309,Quartermain Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7272664,Quito Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7280289,Radian Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7295281,Rastorguev Glacier,,10
http://www.wikidata.org/entity/Q7297015,Rawle Glacier,,10
http://www.wikidata.org/entity/Q7309952,Reid Glacier,glacier in United States,10
http://www.wikidata.org/entity/Q7311748,Remenchus Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7311829,Remington Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7312243,Remus Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7312551,Renard Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7313057,Renegar Glacier,,10
http://www.wikidata.org/entity/Q7313167,Renfrew Glacier,glacier in the United States,10
http://www.wikidata.org/entity/Q7319373,Rexford Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7320434,Rhesus Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7331991,Rickmers Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7332819,Ridgeway Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7333832,Rignot Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7334853,Ringer Glacier,,10
http://www.wikidata.org/entity/Q7336414,Risting Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7336997,Rivard Glacier,,10
http://www.wikidata.org/entity/Q7341050,Robbins Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7344798,Robert Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q17768079,Drønbreen,,10
http://www.wikidata.org/entity/Q17769227,Eggbreen,,10
http://www.wikidata.org/entity/Q17772764,Fleksurbreen,,10
http://www.wikidata.org/entity/Q17773323,Q17773323,,10
http://www.wikidata.org/entity/Q17775416,Fugldalsbreen,,10
http://www.wikidata.org/entity/Q17776436,Glitrebreen,,10
http://www.wikidata.org/entity/Q18164789,Fannaråkbreen,"glacier in Luster, Norway",10
http://www.wikidata.org/entity/Q18356065,Lundbreen,glacier in Svalbard,10
http://www.wikidata.org/entity/Q18639129,Bersame Glacier,,10
http://www.wikidata.org/entity/Q18844665,Simonykees,"glacier in Tyrol, Austria",10
http://www.wikidata.org/entity/Q19364135,Northern Ice Field,,10
http://www.wikidata.org/entity/Q19373475,Gåsbreen,,10
http://www.wikidata.org/entity/Q19376188,Jekselbreen,,10
http://www.wikidata.org/entity/Q19376813,Kalvdalsbreen,,10
http://www.wikidata.org/entity/Q19377415,Klausbreen,,10
http://www.wikidata.org/entity/Q19377633,Kolfjellbreen,,10
http://www.wikidata.org/entity/Q19383174,Nordfallbreen,,10
http://www.wikidata.org/entity/Q5254001,Delinski Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5254644,Delta Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5263729,Descent Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5265439,Desudava Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5268136,Dewdrop Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5272236,Dibble Glacier Tongue,,10
http://www.wikidata.org/entity/Q5276750,Dilemma Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5276876,Diller Glacier,glacier in the United States,10
http://www.wikidata.org/entity/Q5281914,Discovery Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5284949,Dixon Glacier,"glacier in Montana, United States",10
http://www.wikidata.org/entity/Q5290245,Domeyko Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5296582,Donnellan Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5299304,Doss Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5299697,Double Curtain Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5301519,Douglas Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5301520,Douglas Glacier,glacier in the United States,10
http://www.wikidata.org/entity/Q5303748,Doyle Glacier,"glacier in Graham Land, Antarctica",10
http://www.wikidata.org/entity/Q5307799,Driscoll Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5308266,Dromedary Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5315547,Dunn Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5330995,Eastwind Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5336854,Eden Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5337655,Edge Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5337935,Edgeworth Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5346098,Edwards Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5347736,Egeberg Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5350368,Ekblad Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5373237,Emmanuel Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5375993,Endeavour Piedmont Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5381879,Eos Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5388203,Erickson Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7352196,Robillard Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7353174,Robison Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7359279,Rogers Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7366381,Roos Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7367361,Rosanova Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7367511,Roscoe Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7367971,Rose Valley Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7368533,Rosenberg Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7369762,Rosselin Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7370707,Rotunda Glacier,,10
http://www.wikidata.org/entity/Q7372133,Rowland Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7375376,Rozier Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7375870,Rubble Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7377796,Ruecroft Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7379728,Runcorn Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7380931,Rusk Glacier,glacier in the United States,10
http://www.wikidata.org/entity/Q7384910,Ryder Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7396154,Sabine Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7404469,Salient Glacier,,10
http://www.wikidata.org/entity/Q7406257,Saltzman Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7416208,Sandford Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7423928,Sargent Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7427608,Saussure Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7427719,Savage Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7429136,Sayce Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7431325,Schimper Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7431891,Schneider Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7434229,Scoble Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7436407,Scott Glacier,glacier in the United States,10
http://www.wikidata.org/entity/Q7439391,Scudding Glacier,,10
http://www.wikidata.org/entity/Q7442014,Seaton Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q7456180,Sessums Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q19389535,Sokolovbreen,,10
http://www.wikidata.org/entity/Q19393192,Tronisen,,10
http://www.wikidata.org/entity/Q19393953,Universitetsbreen,,10
http://www.wikidata.org/entity/Q19397588,Vassdalsbreen,,10
http://www.wikidata.org/entity/Q19397718,Vendombreen,,10
http://www.wikidata.org/entity/Q19462394,Hooker Glacier,,10
http://www.wikidata.org/entity/Q19596532,Credner Glacier,,10
http://www.wikidata.org/entity/Q19787733,Buāltar Glacier,,10
http://www.wikidata.org/entity/Q19876376,Rob Roy Glacier,small hanging glacier in the Southern Alps of New Zealand's South Island,10
http://www.wikidata.org/entity/Q23579158,Balanstra Glacier,,10
http://www.wikidata.org/entity/Q23579373,Burevestnik Glacier,,10
http://www.wikidata.org/entity/Q23579903,Dodelen Glacier,,10
http://www.wikidata.org/entity/Q24190041,Pūanu Glacier,Antarctic glacier,10
http://www.wikidata.org/entity/Q5395479,Errant Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5395829,Erskine Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5398483,Esmark Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5411181,Eureka Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5418499,Evison Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5418815,Evteev Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5422505,Exum Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5430070,Fairchild Glacier,"glacier in Washington state, United States",10
http://www.wikidata.org/entity/Q5435723,Farmer Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5437120,Fastook Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5444238,Ferguson Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5450570,Finley Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5450954,Finsterwalder Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5451900,Fireman Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5455417,Fitch Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5457346,Flanagan Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5458852,Flett Glacier,glacier in the United States,10
http://www.wikidata.org/entity/Q5459504,Flint Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5464328,Foley Glacier,glacier in Antarctica,10
http://www.wikidata.org/entity/Q5467245,Forbes Glacier,glacier in Antarctica,10
